date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2023-04-17,65576,21834,98341,78733,68199,77368,98075,59580,47734,63176,9274,4850,5518,3111,7707,739,1301,8058,5604,4191,13,523,323,7,12,63,92
2023-04-18,71661,24615,3759,25581,31440,21532,47030,21563,46633,13680,4825,2001,6675,958,9186,8717,4444,3440,5927,7853,474,516,418,2,44,69,34
2023-04-19,46285,47600,89103,41915,35857,82917,7914,80475,55113,18084,6314,7550,9636,4717,9880,7949,301,6813,5152,5895,877,990,348,99,88,52,4
2023-04-20,24623,35847,45787,1860,60014,43972,3011,92939,16867,88829,9147,8938,7278,4241,5191,7286,3721,1848,9359,8717,331,135,823,0,46,30,93
2023-04-21,47914,60797,59717,14501,34329,85460,96221,89853,40346,68305,3448,1189,9419,1707,4739,7719,4691,4875,9253,2716,562,636,836,94,7,65,97
2023-04-22,64652,14539,92652,95297,95663,75831,78042,71169,20553,16952,1443,5271,6924,9301,1177,8032,9908,2351,6303,1361,261,724,234,23,97,41,22
2023-04-23,71679,11948,89314,26195,31992,1338,97876,72042,28863,33582,6431,1496,3962,2888,4428,9325,3137,9739,8915,551,388,551,461,6,16,53,35
2023-04-24,42105,6909,54521,44002,5311,76581,98146,75329,2653,37386,8315,2375,1673,403,2683,9581,3630,3726,379,1451,347,874,370,48,86,10,63
2023-04-25,85483,95809,40929,91988,44027,49981,53615,12157,65973,10644,6550,6342,6838,1286,6306,7235,4898,4217,4655,9170,711,370,29,6,58,25,66
2023-04-26,89675,47122,87741,90868,67189,59356,20187,85300,27642,74897,4117,8648,2445,1811,3606,9255,9511,2703,6045,1826,148,330,95,17,60,41,90
2023-04-27,80755,28579,97673,33524,85938,5886,47570,39895,91973,30964,5084,4957,4141,7474,2445,9443,4893,8832,2490,7827,68,670,765,74,2,50,16
2023-04-28,13196,47757,75260,25528,62526,11485,39031,20967,51864,2270,8012,6085,1150,4819,20,6500,1331,3462,5653,8899,993,308,910,24,38,96,66
2023-04-29,54639,71291,41698,59064,63882,53656,95705,24224,25635,22662,8260,406,4970,2455,1445,6930,6352,4790,5507,1824,123,603,919,91,31,29,21
2023-04-30,90819,14462,46938,76537,64883,87706,17676,3683,13446,65386,6589,1038,8701,2478,2368,5706,7865,8484,1913,5540,27,311,663,50,70,88,22
2023-05-01,61820,92980,75547,22089,48152,67318,78622,65301,40398,81980,3658,6406,212,2988,4791,9748,1765,2248,3694,371,389,974,716,84,0,14,58
2023-05-02,865,40456,42008,20843,65177,77430,46157,48808,12760,42502,2066,1981,7988,5669,1644,6108,7298,4086,4818,6593,473,470,221,70,61,52,2
2023-05-03,85576,51335,81665,42261,2390,74032,2490,49728,77920,86355,6100,4962,8993,4459,5312,8561,7613,8129,8389,1776,880,237,406,67,28,41,12
2023-05-04,81918,25824,12136,10697,61949,33310,79061,22400,85742,85067,1177,4922,6028,9883,4177,1011,8968,3260,7500,7006,561,96,553,87,35,49,42
2023-05-05,82647,95546,39378,98658,97994,13760,7192,61645,91254,34455,5511,4527,642,4236,155,7861,2259,242,1787,5726,432,624,534,16,14,72,39
2023-05-06,2904,87627,84022,69837,43316,26074,17200,7162,44168,45606,6611,3858,7560,8625,7551,8919,927,7435,4397,8312,438,142,508,16,26,19,62
2023-05-07,88060,4143,28610,84265,13198,37540,14699,88940,74267,27235,3713,8736,2531,9024,3384,1936,9737,4003,8660,1216,887,368,121,95,86,64,42
2023-05-08,44481,8861,2832,516,79797,97171,25884,1962,5448,8284,6836,5645,2536,8583,3262,5900,6671,7555,793,2640,441,909,144,21,92,26,62
2023-05-09,58546,87138,70752,46168,96208,31488,86067,22183,37859,54970,5523,1471,7978,9994,2767,1142,9742,9327,1226,7965,921,554,160,30,25,64,14
2023-05-10,97996,66184,81579,19025,25267,82002,34364,80746,9850,2979,5509,2451,3535,484,9156,1859,249,6927,7902,2659,556,891,491,5,43,19,84
2023-05-11,63134,66488,83106,50659,64327,85253,6416,70969,92174,48990,8984,4436,1466,5849,8638,1964,7075,3741,1240,4458,860,897,971,55,78,73,80
2023-05-12,84102,12141,3914,59392,89476,73718,53418,26470,4401,87540,9810,7384,5603,4657,1245,1444,2197,7581,5850,1090,531,230,371,43,75,65,0
2023-05-13,19949,70603,83105,86922,4612,77933,98947,17393,21474,9615,4996,8991,7581,3443,2415,2468,9975,7844,5836,7768,209,521,997,68,90,8,10
2023-05-14,67753,19470,84443,50523,48507,10048,72799,1556,83623,77648,4096,6164,8307,8743,6036,2853,517,5167,2679,3096,454,812,208,76,52,85,51
2023-05-15,90956,63262,56387,17280,55838,87861,81301,12200,75630,88618,2320,344,4038,5493,1853,5302,2858,332,3887,9106,107,95,442,53,71,80,5
2023-05-16,19031,78859,78392,19184,8741,22539,53479,89302,45138,93780,6799,1870,9094,5813,5658,5031,1982,9514,651,7630,208,378,741,63,37,82,49
2023-05-17,67949,88636,86754,64824,5541,89700,53672,75653,39193,12213,8776,3400,4612,5452,9839,4330,3544,6841,1618,1628,979,49,813,26,42,38,28
2023-05-18,22632,63943,1119,19532,76856,89482,64227,562,1641,85632,7352,8616,7828,8053,5572,8328,8721,7637,2872,6281,990,54,631,18,67,99,70
2023-05-19,22317,14150,33733,51891,82756,21657,15856,86311,41587,54889,4351,1152,9815,486,4906,9531,2902,2863,2086,1971,187,478,712,56,36,66,29
2023-05-20,70452,64077,44767,24888,25683,81997,59483,16534,45895,15457,445,1674,9879,7857,1901,4137,7930,4334,1079,9162,956,370,377,99,33,4,27
2023-05-21,45297,72064,86140,42405,12766,10977,2349,28754,38605,4496,2441,4197,6793,6975,2742,8421,5142,4290,9043,7521,733,13,729,39,70,76,50
2023-05-22,32754,68161,72017,98904,94697,94740,93753,55459,1414,23607,5492,5227,1493,2338,9643,709,9863,5784,8757,8109,890,19,282,50,34,15,65
2023-05-23,95972,2366,43590,56621,19195,14216,52782,53347,92819,99789,740,6907,5957,8967,4851,8691,5830,7301,6230,3908,882,890,258,61,27,17,44
2023-05-24,19966,59476,65345,58041,20304,95694,17344,72216,32696,67352,1785,1474,3062,2264,5454,4067,9087,2101,9117,9472,73,840,164,80,87,95,63
2023-05-25,20319,70232,29500,71249,16884,99881,28251,71786,97777,82108,7537,2802,9443,3856,2521,5532,2000,7987,9291,0,369,815,984,67,74,96,89
2023-05-26,36191,12247,74125,55916,50939,18172,11720,73339,73686,22536,1413,7656,2151,9010,3208,7195,4948,3210,9463,955,188,203,342,53,31,11,3
2023-05-27,96237,71344,42533,9954,96746,15579,95688,52419,28175,26519,6364,8867,3211,1681,1698,8940,8762,7901,5425,2843,849,191,24,76,31,54,45
2023-05-28,79459,32985,36739,28089,824,84828,31874,10126,29991,97383,9781,9537,5387,9377,7327,8876,8618,448,3320,6967,972,313,256,71,50,32,80
2023-05-29,85867,98338,10638,56467,71926,87565,57336,56415,7553,67042,6742,1749,8665,992,594,4871,7149,8937,3123,4242,948,191,615,78,91,21,34
2023-05-30,20765,15037,35868,93065,57840,39646,93650,76407,80500,27833,7861,9818,7371,560,7185,130,9462,2951,104,1993,287,387,650,96,60,37,21
2023-05-31,88961,40956,31944,49287,19424,5612,78426,30296,38763,87816,9466,8678,4184,2567,7313,3260,1908,1779,7508,4262,169,307,843,87,2,22,91
2023-06-01,95921,60072,60772,42018,90528,85129,93364,58075,83241,77085,6817,1204,2635,4543,3317,1198,1200,4091,1777,7879,188,582,598,81,27,71,20
2023-06-02,71963,3825,76720,67605,83562,75355,8354,71442,30105,41776,619,8323,185,4008,2134,7958,9097,7851,7373,7684,307,353,763,16,34,19,29
2023-06-03,370,78005,16546,35426,15605,56082,31226,67812,4642,88608,2225,9739,3893,4075,4130,2099,9557,8041,9044,883,679,741,845,8,65,40,83
2023-06-04,4408,98155,29784,89293,39341,14393,11089,61352,867,38422,2710,2069,7376,8015,2800,3282,3775,197,7450,6606,870,440,693,64,73,67,90
2023-06-05,81,1905,71137,44821,88844,27295,4627,95334,72220,93683,7165,3883,2157,8958,9446,1015,2351,7270,6125,8146,757,450,720,28,92,48,79
2023-06-06,83079,15731,32457,82498,53158,75486,27217,33818,63859,80647,3761,3762,1876,5343,2168,2834,1420,3322,2013,4508,425,236,119,70,90,7,34
2023-06-07,40357,11456,44223,10852,46358,34034,66918,95949,25795,45788,9566,6046,716,3577,763,3222,6881,2226,9182,24,14,56,738,17,72,69,82
2023-06-08,13437,1318,28445,82535,71477,39624,54759,25625,23113,63826,4472,8981,7954,986,5344,9805,4411,8024,3303,3715,934,777,592,66,88,48,31
2023-06-09,84288,4963,74125,38700,73140,26876,60883,12566,74298,52888,391,5921,8049,3886,1500,2489,8181,3870,1998,2926,46,845,943,84,68,82,38
2023-06-10,1936,55702,21837,13114,8654,54284,25038,62695,93652,66007,8658,7816,4181,5440,9502,63,9147,3150,5628,3045,422,133,144,36,39,68,88
2023-06-11,46260,22720,81504,2173,16658,20643,72434,5068,21857,41825,1921,6654,3727,7848,6263,249,2221,9684,5345,4156,967,239,243,96,57,78,64
2023-06-12,55442,33251,65623,42048,68726,89403,20511,62202,52994,94397,1802,7934,2963,1958,7198,5514,8294,7181,1766,9753,273,439,837,1,39,63,68
2023-06-13,88661,71607,94150,94670,11530,33641,22483,1947,54186,71865,1544,3281,3871,3994,4647,4110,6011,4773,5905,5281,748,272,904,78,73,79,5
2023-06-14,57854,34686,27752,68091,15266,4005,47339,36541,59037,27890,5866,4320,8636,6531,7548,4237,7577,1608,3000,3811,854,832,350,7,48,49,6
2023-06-15,46904,84800,98348,12229,53861,52351,70551,34806,70498,95789,6537,3633,5213,4450,4072,1844,5044,2857,3142,3607,368,359,314,61,63,64,41
2023-06-16,76830,13239,15720,13993,81372,54796,83888,74122,95035,42408,5949,5284,9319,688,5407,7853,4409,6202,2997,3674,367,132,155,7,66,2,1
2023-06-17,96361,7849,66045,88316,39464,33119,55398,70842,49488,59270,1677,8485,9518,9825,798,1303,406,674,5295,845,468,316,379,52,87,61,1
2023-06-18,94351,86452,40375,70701,16826,73799,20523,29253,46513,59983,8752,1003,1258,694,4692,6076,1357,2315,639,106,792,419,788,99,72,27,42
2023-06-19,59915,92664,15899,32550,52470,29461,86414,90623,25179,91571,3463,9199,3287,6446,6391,51,9358,8456,2066,6852,633,901,624,84,71,31,96
2023-06-20,51232,37107,28488,15667,67829,95115,22549,94218,88276,22122,3666,3895,482,2513,5562,3273,6925,2201,8508,5024,768,6,915,60,2,53,33
2023-06-21,58534,47248,31378,24891,66224,32447,9625,20190,45955,79430,7401,4890,2121,4604,2913,7949,6502,5611,9775,5422,695,283,59,28,6,57,26
2023-06-22,84267,2244,93702,67381,11966,10243,59342,89468,21046,34369,8713,5009,1257,6787,5544,3116,7782,9557,5042,6535,124,416,17,84,51,99,0
2023-06-23,83660,29556,84109,8146,94501,89896,47585,80207,97187,361,4205,2870,8205,899,5152,3767,5317,5262,3839,5697,662,169,936,36,84,41,44
2023-06-24,9870,73087,81633,72969,89847,26356,34405,84024,47303,24618,872,6015,3948,9391,2205,4589,4261,9558,773,6257,830,443,674,20,54,27,39
2023-06-25,63634,89812,83546,2844,3095,31835,1834,53707,10733,27255,2684,8989,2268,5181,406,8073,3678,8809,787,7548,446,547,268,43,62,13,16
2023-06-26,3493,78387,81896,44142,5378,90969,81654,54779,28751,19230,3278,6555,1402,1499,2550,5069,9460,9828,3893,9571,595,405,877,57,28,21,82
2023-06-27,49195,69643,26181,62071,87839,47623,6396,11497,4474,84913,9536,6706,1662,5744,4329,4207,6959,4763,9892,4007,19,409,161,79,9,24,82
2023-06-28,97495,12576,12020,52689,32283,74893,80249,63647,18732,4894,6498,9089,1696,6318,5906,9505,3506,4668,8182,9603,948,415,30,65,20,47,61
2023-06-29,6920,56675,67716,70226,25883,78117,84401,10799,94060,69390,144,9883,7643,6236,3976,38,5573,135,392,6592,424,847,468,13,87,98,36
2023-06-30,69851,88124,66159,11919,7922,80284,92702,43791,92613,53904,4262,5196,2479,4379,2466,8092,8630,6719,3089,6022,207,869,283,89,82,8,34
2023-07-01,90746,8218,49755,48773,85978,76817,1272,70460,33373,84819,2816,7971,8278,5631,2252,491,9252,7354,2482,8442,968,396,817,5,22,47,87
2023-07-02,57123,20479,94195,90632,9599,24595,62714,10302,29610,84396,499,8769,9271,1209,9426,1181,7561,1683,4179,165,999,275,227,21,23,12,96
2023-07-03,96894,3260,17064,71834,86082,55306,22767,85062,6138,27224,6983,2670,2483,7136,7354,5524,1596,1151,3202,4001,5,551,305,49,8,10,5
2023-07-04,6883,50713,48058,74292,37720,15297,20477,30203,80621,91467,689,1614,6370,331,5062,9011,2825,8709,5494,2724,376,872,148,85,9,33,50
2023-07-05,29397,3549,58203,74554,81540,48943,78444,49005,63573,24035,3287,808,3898,9832,3029,436,5367,7625,1862,973,288,449,991,47,18,8,1
2023-07-06,44798,94748,30095,36372,1428,55314,61653,45485,52116,52671,7701,1381,9393,4736,7019,1019,4066,2179,283,8953,322,406,805,95,5,36,57
2023-07-07,93076,94746,78078,12706,23849,92420,73292,31179,1655,13960,155,7242,3503,7485,5440,4198,2074,7057,3193,7035,784,719,419,12,19,90,84
2023-07-08,98215,82428,36753,21404,20556,64130,78489,2257,34419,12872,2467,8893,8792,5647,1537,3208,2426,5558,6380,407,723,953,821,2,23,33,46
2023-07-09,5408,68722,72072,36681,1296,98213,27176,41124,62013,23342,2637,8365,6432,2073,8201,2108,8851,5972,4691,9401,378,129,806,4,26,50,66
2023-07-10,58222,29421,46895,15004,27829,66516,36514,41484,54733,23111,7367,9549,3143,457,1272,6107,431,2411,4662,9170,888,290,934,87,34,51,72
2023-07-11,45631,13852,38923,22036,95463,53601,16942,82138,33639,16157,5535,4535,1683,814,3850,8565,5513,5170,2452,1716,959,819,106,57,41,58,39
2023-07-12,67115,67785,27064,4716,66804,23324,82424,4357,9864,14186,1010,5261,4023,2965,673,8997,3795,5732,5147,5944,195,764,471,61,55,12,69
2023-07-13,26902,17552,95496,22758,37039,85734,14296,42091,87038,8681,5105,543,1386,5587,8739,4363,7301,7217,5264,8207,69,373,802,60,66,15,61
2023-07-14,78668,82538,75699,31456,75013,86668,71819,33871,83628,63670,1258,2533,428,2403,8900,7404,7012,5658,5092,3728,143,597,118,45,46,49,64
2023-07-15,8897,14694,20247,56545,33540,12948,30368,70336,29535,33460,2226,1832,8430,5649,1289,308,5192,6229,3061,5811,861,353,190,92,5,19,93
2023-07-16,51351,45672,33664,34988,11840,80820,21070,94557,68550,68572,1294,6035,1137,1192,2972,8180,1346,819,4068,4018,761,920,817,63,51,25,75
2023-07-17,22406,98378,62092,98895,44175,8093,41093,278,2310,43490,4322,613,1804,8560,7791,2461,4860,6652,4403,8973,244,786,983,48,95,89,64
2023-07-18,20080,11885,53633,37876,66155,22059,50224,53978,69419,40654,4282,7771,9721,9021,2850,1856,3174,9927,3166,6207,898,149,402,49,40,87,30
2023-07-19,15339,1484,56243,7018,55493,89659,36430,9161,65005,78245,9215,9502,7666,9785,2848,4675,7953,9190,7116,560,268,322,801,3,62,98,56
2023-07-20,58286,59809,27214,91487,38808,27542,66389,67950,60208,71038,1808,6367,8712,887,502,4135,1080,9915,7284,175,959,760,942,72,38,74,62
2023-07-21,35944,72926,31283,67742,31166,69906,72537,72985,77782,7426,9318,8610,6324,3745,1283,3054,4145,9206,2509,7767,924,677,286,83,52,26,95
2023-07-22,27433,16448,31955,68361,17436,28183,64926,5361,39669,80234,9122,2965,2867,2912,3969,8419,2592,7452,9252,2628,488,887,51,90,7,54,80
2023-07-23,58062,16342,32714,32089,95921,89695,40569,92129,5613,50218,9346,4130,937,3171,9242,5408,4964,4861,9460,1769,794,347,393,47,42,87,44
2023-07-24,62442,52306,49059,47882,75962,13190,68936,80179,23389,25237,6004,4666,5453,1852,8379,2922,7226,34,1830,3352,90,997,5,18,56,74,97
2023-07-25,75659,75566,59023,67456,38964,55581,84603,12171,28352,65940,4360,4827,1343,7450,218,6776,5159,9309,1260,1920,483,269,720,31,60,57,5
2023-07-26,87929,75634,97192,60780,91837,73432,89201,3500,17989,38853,6924,2208,9694,8150,2455,2219,3159,5163,3656,1122,17,21,657,64,60,8,94
2023-07-27,21171,85403,79840,71628,70421,53425,93257,67908,60129,24822,8442,5443,7734,2039,7288,5379,6926,4166,5022,1814,647,208,190,68,22,47,10
2023-07-28,40915,79375,19984,99134,3439,3628,39226,9345,12556,43022,9679,5267,1544,2874,1183,4538,2948,6987,4178,1682,812,27,864,68,34,93,18
2023-07-29,69358,70140,43060,37592,41352,6631,55503,36988,92978,82185,7446,9559,9798,2763,5360,6545,9000,7591,6824,4880,361,896,648,83,24,55,56
2023-07-30,55741,43813,2309,386,62033,45369,94823,71231,62175,14881,6227,7794,5254,8472,4335,643,4241,7311,5926,4135,928,952,289,49,37,46,9
2023-07-31,72615,73596,29471,16196,13165,43789,59867,86590,66461,38341,8590,7894,7401,6477,4560,1221,7202,7931,7306,9952,802,683,737,61,76,39,36
2023-08-01,4430,18971,47120,337,11167,95150,31425,22107,44661,79135,9009,8851,5221,3489,6446,9609,5128,7304,3140,7896,731,874,836,90,95,72,85
2023-08-02,88137,71298,58086,408,82480,28918,77455,5402,88005,43510,3480,4499,9705,7519,3243,9012,7570,6490,6252,6705,480,346,518,59,80,94,8
2023-08-03,80288,61964,82402,90573,86917,81202,63682,32267,8872,45092,4562,68,287,9372,6857,2417,553,7674,2108,438,396,653,630,51,69,22,62
2023-08-04,56177,48747,8038,37072,99486,5006,99927,68286,14345,93225,919,1056,1782,9529,9766,6862,2021,4679,6637,8444,361,602,847,62,88,73,36
2023-08-05,45710,36358,78767,34560,75294,38943,87647,64794,72375,35335,10,3852,7829,5397,448,4183,7389,3632,4307,4525,232,733,903,3,55,51,43
2023-08-06,74923,73722,66542,12789,89253,71550,56856,87932,31738,21677,3447,9704,494,1020,5465,883,5728,6288,7256,4655,41,937,132,88,75,57,62
2023-08-07,8672,20246,43830,65267,30196,9287,20041,85627,27167,55315,1341,7186,6137,2626,177,6134,9942,5179,7704,359,214,722,518,7,63,16,74
2023-08-08,80766,27080,64096,60943,71174,97077,93957,19786,63087,56243,9054,7415,167,2940,3214,9178,9878,6066,7076,5984,325,947,371,70,19,14,97
2023-08-09,59261,27636,3647,95243,63184,46236,75761,98993,62356,29159,5510,4389,7219,3557,7130,7200,8613,7316,5508,7113,708,870,846,79,91,84,74
2023-08-10,25102,39262,27262,60903,83745,39012,83875,12495,33809,23707,2471,5901,523,5567,9000,248,5132,6410,3979,1027,692,80,999,1,6,50,79
2023-08-11,90299,36308,8284,74795,48467,7041,88636,57778,5762,44904,8380,3246,7656,5962,8251,817,5831,1445,7577,3261,635,815,883,31,43,29,27
2023-08-12,6848,28684,55972,9024,431,45343,51704,24137,3665,7682,332,5651,6580,9027,6391,2515,7524,1973,152,2935,264,132,786,67,29,87,21
2023-08-13,84528,96875,83636,11470,17608,65742,48426,85044,78834,64130,3346,9946,2325,2587,6922,6348,8028,4123,3955,7616,975,239,505,29,48,1,79
2023-08-14,16893,11401,38329,41032,81013,74454,54995,37360,64318,611,9319,7768,6180,802,1673,6320,8538,2449,7878,7816,405,389,208,22,3,25,63
2023-08-15,41861,12901,82868,76177,2959,47602,10678,55317,38306,53035,9975,1708,4300,1454,1897,4504,4626,2745,4562,388,367,908,599,90,56,45,22
2023-08-16,82019,43465,91437,12598,83059,178,30317,20179,38840,16159,3508,8312,3501,8338,3555,4951,9028,873,9468,574,672,517,797,53,92,39,48
2023-08-17,79186,32553,79391,52920,32912,94584,36898,31073,20915,87443,6367,7030,53,1383,1857,3180,1684,1177,1109,8748,715,727,370,30,98,35,47
2023-08-18,47887,39986,56065,51191,82359,53855,74736,59020,42647,64818,1199,2768,7762,8443,3913,6365,2559,9605,489,5429,817,684,758,82,65,4,85
2023-08-19,41830,58636,39233,73088,83499,22605,66773,3676,14024,53087,8251,9769,4793,3428,5831,8539,9311,2736,545,8043,962,34,537,70,71,15,86
2023-08-20,92009,83433,73249,22498,88300,82515,35780,46685,15696,1620,4914,8375,3112,7130,1530,2557,5432,3299,4793,9846,745,471,190,61,79,95,58
2023-08-21,27221,79939,15978,22802,91318,15732,46289,25409,20500,6303,9630,2219,8757,8776,4602,3578,4652,483,8462,8840,482,715,298,55,97,57,71
2023-08-22,60279,20329,94862,6840,88389,54337,16232,44313,50186,72731,7872,6997,8983,988,7843,2573,6406,2361,3755,8515,282,626,868,55,32,99,15
2023-08-23,63734,45494,74300,57480,57250,51369,51721,60449,331,55553,7387,8262,6972,9100,3563,9418,2317,8957,6724,9771,171,830,879,37,58,14,68
2023-08-24,57973,56968,14617,65709,80552,37370,15250,20440,22904,77493,7257,1247,1466,9018,2216,9070,9700,651,3860,3967,696,165,515,58,49,66,44
2023-08-25,82843,23348,35123,1009,95487,27274,39984,74122,89308,11685,3680,4811,8994,5884,7430,2751,5603,5010,572,4760,220,37,782,52,11,96,49
2023-08-26,94958,14322,80180,84096,70572,36382,84142,28319,88165,18514,285,744,3575,6736,6297,5315,2962,6659,9097,4106,276,334,807,70,87,18,91
2023-08-27,18448,73829,73174,57227,64570,10484,87444,72236,25998,89251,6646,2444,8189,403,3250,583,4468,3204,6188,6210,779,581,275,11,61,62,10
2023-08-28,83185,32479,36313,38300,44306,18203,5711,38445,73969,29512,8530,6367,8245,564,7212,5751,3688,3614,1843,5375,73,70,392,14,8,3,65
2023-08-29,49278,26681,25277,61276,25040,4826,77227,44526,16626,6494,1586,5687,6866,2962,6617,6686,1073,9124,8961,3505,30,130,681,22,72,21,71
2023-08-30,76551,15711,12428,67802,34939,72484,6815,67171,3982,8356,7737,624,4241,6756,8203,1352,5226,3071,4097,1274,709,496,393,0,27,68,72
2023-08-31,73040,49951,45966,86381,41593,92,86954,84340,47439,63862,2848,7645,3439,211,1304,4480,3555,3946,5126,3834,166,251,788,52,5,29,62
2023-09-01,61379,79008,7854,80318,48527,90784,13121,89610,34437,47431,7099,6773,7723,6743,4050,1687,2692,4187,1868,4573,559,179,626,43,54,36,9
2023-09-02,6380,98000,99597,53685,34586,78688,64779,57124,13835,11414,5991,633,8196,3616,9491,9707,7686,3397,8542,6448,325,892,195,9,36,54,76
2023-09-03,31186,4843,91474,14263,71382,56092,53921,86765,79000,44950,6310,9597,4434,5220,8407,8811,5408,5120,4332,2064,58,233,28,36,10,13,21
2023-09-04,8811,37863,87846,28711,18824,7874,25822,50186,66056,41908,3781,1650,3560,7411,3315,3628,8407,132,3485,5123,490,255,462,43,36,25,53
2023-09-05,6367,75549,37897,86396,21049,38393,71943,84506,776,95951,309,1286,8450,4114,9424,1746,2855,197,4572,4922,912,992,842,72,44,38,96
2023-09-06,15269,98469,58959,81886,32925,78517,82116,72574,29546,87724,1861,3124,4876,278,8305,8781,9304,5924,8293,4248,989,746,484,95,32,1,30
2023-09-07,49956,86503,30149,91295,79898,88109,48412,53869,38343,84577,7509,5019,9362,1933,559,2748,4246,4497,3950,1919,57,38,963,48,12,14,78
2023-09-08,13676,24740,56012,32207,50515,81421,34783,31017,30582,37899,3520,313,6597,2690,5491,7633,7787,7739,294,9275,594,73,755,25,94,51,23
2023-09-09,35252,16451,69969,18026,68810,96008,18951,3293,30814,22188,3595,6413,8291,8579,4729,1428,1299,1711,8069,5240,46,773,149,51,81,69,78
2023-09-10,35902,31314,95602,40508,88800,91768,96669,72035,32840,2228,7304,9775,393,2766,9414,1229,3791,2810,9720,9332,840,864,219,40,66,26,22
2023-09-11,63768,7404,76409,96941,36081,69640,53912,46658,14279,54968,5802,8956,7809,3074,262,5994,3823,7323,3169,7052,598,735,736,93,87,75,0
2023-09-12,73132,7023,20680,11439,90823,34894,66864,31763,56916,32737,7532,1372,5554,4557,9339,3954,197,9470,3478,3924,827,958,726,3,31,52,10
2023-09-13,56650,37406,50515,25911,41234,89462,16592,53472,18697,36227,3240,6790,262,3750,3676,9266,7549,9781,1704,3680,405,446,442,49,45,59,21
2023-09-14,59722,39954,82710,3209,78624,32001,43234,62757,70781,81883,8076,8791,9056,768,6452,1096,3635,6305,6223,8703,457,589,380,92,33,70,38
2023-09-15,13720,8293,39853,99463,40902,18299,67472,71197,9602,98672,6266,7877,7531,1382,8533,8041,107,1775,2242,9568,692,139,713,0,90,14,61
2023-09-16,11724,98298,19917,53982,9894,85689,21669,68513,50670,77330,1580,7154,6751,2983,7989,174,4014,8953,5493,8885,459,607,700,95,97,40,99
2023-09-17,22365,80585,51233,18206,96019,28041,33335,84405,47766,56983,662,9764,3649,9731,9034,3966,3093,1775,7898,1925,266,316,572,97,50,53,24
2023-09-18,43104,28261,94697,54948,94817,46842,80937,93431,84038,68623,9898,3566,9576,3523,2967,8407,472,8087,2142,254,564,906,826,92,19,52,44
2023-09-19,50925,75781,95072,45895,41571,89042,12852,47456,818,62562,8894,5615,3165,5278,1942,7055,3612,4780,5138,3630,212,766,598,41,28,85,40
2023-09-20,40303,10239,54210,50718,43807,58233,34307,28734,80115,71208,5730,3813,6767,5531,634,364,2201,3711,5086,814,393,729,536,22,23,91,75
2023-09-21,52566,34841,51527,93225,11728,25151,80780,49217,55120,57854,466,4980,563,6846,6189,5380,9292,6703,4758,9247,104,794,694,64,63,21,91
2023-09-22,22714,66480,36490,79715,56683,54921,79449,80550,24952,86607,8307,1435,484,941,1863,675,5349,9969,1503,4197,826,983,510,80,0,67,31
2023-09-23,76922,99878,60050,42231,70197,24029,17888,42024,71288,33727,5488,9596,2292,3714,9571,7953,2680,653,6341,3334,75,832,375,92,42,40,10
2023-09-24,62778,20839,29228,65528,22314,73466,17819,70905,97087,67176,8299,1202,788,8971,5759,216,3733,2360,8984,1505,67,617,701,40,44,30,51
2023-09-25,68779,71548,82470,84221,3065,37527,36975,8761,59916,52871,9605,6005,9627,8751,2897,5156,16,2707,3603,9705,665,493,22,83,14,68,77
2023-09-26,45236,33099,92248,85832,19963,86594,4650,57903,51103,34001,9605,8174,8695,3932,1100,9835,6748,3452,5816,9380,3,883,109,34,77,84,81
2023-09-27,93447,71106,67705,384,67673,22611,18030,35885,62710,86306,7621,1221,9671,5497,2608,8234,3524,541,6323,6518,43,466,205,56,28,22,74
2023-09-28,11698,77996,44386,48900,50556,2023,73169,91188,39404,88068,2092,6143,736,5575,9078,8697,7078,5622,3662,5048,924,443,417,61,16,20,84
2023-09-29,7044,88675,45097,40581,45021,76164,14457,24067,57789,44804,7218,1041,6089,3633,8752,2066,9926,1433,2605,2330,109,55,432,79,88,59,19
2023-09-30,19237,802,69062,73744,28668,67174,14711,13617,46011,10279,6557,5429,6415,1454,4316,2144,6966,9860,8112,4610,104,844,320,79,71,38,53
2023-10-01,7289,57908,18906,69144,51729,76652,54656,92756,68233,32508,871,5315,5694,7563,132,5407,788,333,870,4833,359,623,838,3,74,25,87
2023-10-02,80973,56435,74027,76063,78709,89573,24399,9969,75199,84560,5054,8832,4262,5291,7274,7381,9109,3809,9002,4784,450,400,279,64,69,11,59
2023-10-03,34556,36657,57200,24205,36423,78163,58672,87355,94773,55715,1239,8305,646,3939,5830,800,2419,5057,3928,4018,773,25,899,32,47,56,53
2023-10-04,53139,52986,41893,88329,58465,46331,10707,32100,67382,36166,5828,4164,7852,816,2892,7438,5364,9277,9494,1229,973,436,80,27,86,49,11
2023-10-05,88733,73302,24201,85392,28893,61757,56710,3791,6431,62727,8037,6603,9356,3574,5156,1747,7121,1657,2110,3407,487,227,763,79,14,25,44
2023-10-06,73121,55217,58651,16695,33566,88641,33460,21508,56520,7750,1730,9916,2124,9960,6043,5427,70,4002,6493,5809,332,983,794,64,68,7,56
